name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,solar_flux,habit_code,temp_c,temp_f,disc_facility,disc_method
Kepler-85 b,Kepler-85,b,2012,8.31,1.97,"78,859","49,004",4.5,0.5917,107.03,0,536.0,997.0,Kepler,Transit
Kepler-85 c,Kepler-85,c,2012,12.51,2.18,"87,266","54,228",20.9,2.0145,61.93,0,433.0,811.0,Kepler,Transit
Kepler-85 d,Kepler-85,d,2014,17.91,1.2,"48,036","29,850",1.9,1.0799,38.39,0,353.0,667.0,Kepler,Transit
Kepler-85 e,Kepler-85,e,2014,25.22,1.27,"50,838","31,591",0.6,0.2904,24.32,0,286.0,547.0,Kepler,Transit
Kepler-850 b,Kepler-850,b,2016,7.19,1.78,"71,254","44,278",3.8,0.6751,329.28,0,722.0,1332.0,Kepler,Transit
Kepler-851 b,Kepler-851,b,2016,8.51,1.68,"67,251","41,790",3.5,0.7278,103.83,0,627.0,1161.0,Kepler,Transit
Kepler-852 b,Kepler-852,b,2016,44.93,2.54,"101,677","63,183",7.0,0.4247,92.13,0,292.0,558.0,Kepler,Transit
Kepler-853 b,Kepler-853,b,2016,7.17,1.69,"67,651","42,039",3.5,0.7223,499.3,0,914.0,1677.0,Kepler,Transit
Kepler-854 b,Kepler-854,b,2016,2.14,16.72,"669,305","415,912",42000.0,8.9655,7282.96,0,1463.0,2665.0,Kepler,Transit
Kepler-855 b,Kepler-855,b,2016,7.89,8.35,"334,252","207,707",52.7,0.0902,405.18,0,723.0,1333.0,Kepler,Transit
Kepler-856 b,Kepler-856,b,2016,8.03,9.3,"372,281","231,339",63.3,0.0784,153.5,0,551.0,1024.0,Kepler,Transit
Kepler-857 b,Kepler-857,b,2016,85.35,6.8,"272,205","169,151",37.2,0.118,5.75,0,117.0,243.0,Kepler,Transit
Kepler-858 b,Kepler-858,b,2016,76.14,4.87,"194,947","121,142",21.1,0.1815,6.34,0,126.0,259.0,Kepler,Transit
Kepler-859 b,Kepler-859,b,2016,20.38,3.09,"123,693","76,864",9.8,0.3303,14.9,0,255.0,491.0,Kepler,Transit
Kepler-860 b,Kepler-860,b,2016,5.1,3.24,"129,698","80,595",10.6,0.3103,233.62,0,777.0,1431.0,Kepler,Transit
Kepler-861 b,Kepler-861,b,2016,3.95,2.28,"91,269","56,715",5.8,0.49,197.29,0,693.0,1279.0,Kepler,Transit
Kepler-862 b,Kepler-862,b,2016,3.15,2.21,"88,467","54,974",5.5,0.51,547.29,0,824.0,1515.0,Kepler,Transit
Kepler-863 b,Kepler-863,b,2016,15.59,2.9,"116,088","72,138",8.8,0.3575,117.83,0,445.0,833.0,Kepler,Transit
Kepler-864 b,Kepler-864,b,2016,5.83,2.4,"96,072","59,700",6.4,0.4574,464.76,0,870.0,1598.0,Kepler,Transit
Kepler-865 b,Kepler-865,b,2016,14.16,2.49,"99,675","61,939",6.8,0.4374,46.36,0,421.0,790.0,Kepler,Transit
Kepler-866 b,Kepler-866,b,2016,2.62,1.63,"65,249","40,546",3.3,0.7568,196.13,0,723.0,1333.0,Kepler,Transit
Kepler-867 b,Kepler-867,b,2016,150.24,4.64,"185,740","115,421",19.4,0.1942,2.72,0,54.0,129.0,Kepler,Transit
Kepler-868 b,Kepler-868,b,2016,5.03,2.05,"82,062","50,994",4.9,0.5626,417.03,0,774.0,1425.0,Kepler,Transit
Kepler-869 b,Kepler-869,b,2016,40.43,3.61,"144,509","89,799",12.7,0.2686,17.23,0,221.0,430.0,Kepler,Transit
Kepler-87 b,Kepler-87,b,2013,114.74,13.49,"540,007","335,566",324.2,0.1323,9.2,0,205.0,401.0,Kepler,Transit
Kepler-87 c,Kepler-87,c,2013,191.23,6.14,"245,785","152,733",6.4,0.0276,4.66,0,130.0,266.0,Kepler,Transit
Kepler-870 b,Kepler-870,b,2016,21.36,2.78,"111,284","69,153",8.2,0.3775,54.87,0,418.0,784.0,Kepler,Transit
Kepler-871 b,Kepler-871,b,2016,22.05,3.74,"149,713","93,033",13.5,0.2577,79.72,0,367.0,693.0,Kepler,Transit
Kepler-872 b,Kepler-872,b,2016,2.58,1.99,"79,660","49,502",4.6,0.5844,553.06,0,957.0,1755.0,Kepler,Transit
Kepler-873 b,Kepler-873,b,2016,20.55,3.75,"150,113","93,282",13.5,0.2559,68.02,0,476.0,889.0,Kepler,Transit
Kepler-874 b,Kepler-874,b,2016,40.07,3.94,"157,719","98,008",14.7,0.2396,31.62,0,287.0,549.0,Kepler,Transit
Kepler-875 b,Kepler-875,b,2016,27.51,2.9,"116,088","72,138",8.8,0.3575,41.43,0,296.0,565.0,Kepler,Transit
Kepler-876 b,Kepler-876,b,2016,5.14,1.43,"57,243","35,571",2.6,0.8966,152.75,0,650.0,1202.0,Kepler,Transit
Kepler-877 b,Kepler-877,b,2016,18.46,2.12,"84,864","52,735",5.1,0.5372,37.81,0,359.0,678.0,Kepler,Transit
Kepler-878 b,Kepler-878,b,2016,25.94,1.93,"77,258","48,009",4.4,0.608,27.01,0,228.0,442.0,Kepler,Transit
Kepler-879 b,Kepler-879,b,2016,33.39,2.57,"102,878","63,929",7.1,0.4192,29.13,0,307.0,585.0,Kepler,Transit
Kepler-88 d,KOI-142,d,2020,1403.0,13.1,"524,395","325,864",965.1,0.4283,,0,,,W. M. Keck Observatory,Radial Velocity
Kepler-880 b,Kepler-880,b,2016,7.71,2.66,"106,480","66,168",7.6,0.4011,586.17,0,1349.0,2460.0,Kepler,Transit
Kepler-881 b,Kepler-881,b,2016,4.44,1.78,"71,254","44,278",3.8,0.6751,538.57,0,944.0,1731.0,Kepler,Transit
Kepler-882 b,Kepler-882,b,2016,3.99,1.23,"49,237","30,596",2.0,1.0926,259.03,0,630.0,1166.0,Kepler,Transit
Kepler-883 b,Kepler-883,b,2016,12.98,1.78,"71,254","44,278",3.8,0.6751,163.05,0,545.0,1013.0,Kepler,Transit
Kepler-884 b,Kepler-884,b,2016,5.7,1.23,"49,237","30,596",2.0,1.0926,204.18,0,691.0,1276.0,Kepler,Transit
Kepler-885 b,Kepler-885,b,2016,18.11,2.5,"100,075","62,188",6.8,0.4338,124.65,0,557.0,1035.0,Kepler,Transit
Kepler-886 b,Kepler-886,b,2016,6.24,1.52,"60,846","37,810",2.9,0.8294,231.43,0,838.0,1540.0,Kepler,Transit
Kepler-887 b,Kepler-887,b,2016,20.42,1.84,"73,656","45,770",4.0,0.6461,109.84,0,512.0,954.0,Kepler,Transit
Kepler-887 c,Kepler-887,c,2016,7.64,1.13,"45,234","28,109",1.5,1.0436,407.98,0,816.0,1501.0,Kepler,Transit
Kepler-888 b,Kepler-888,b,2016,70.7,1.76,"70,453","43,780",3.8,0.686,7.85,0,144.0,291.0,Kepler,Transit
Kepler-889 b,Kepler-889,b,2016,3.74,1.09,"43,633","27,114",1.3,1.0163,954.59,0,1055.0,1931.0,Kepler,Transit
Kepler-890 b,Kepler-890,b,2016,52.76,8.89,"355,868","221,140",58.6,0.0831,30.23,0,267.0,513.0,Kepler,Transit
Kepler-891 b,Kepler-891,b,2016,53.45,6.41,"256,593","159,450",33.6,0.1272,44.33,0,213.0,415.0,Kepler,Transit
Kepler-892 b,Kepler-892,b,2016,13.75,2.81,"112,485","69,899",8.3,0.3739,18.2,0,283.0,541.0,Kepler,Transit
Kepler-893 b,Kepler-893,b,2016,6.34,3.03,"121,291","75,372",9.4,0.3376,266.27,0,761.0,1402.0,Kepler,Transit
Kepler-894 b,Kepler-894,b,2016,9.8,2.78,"111,284","69,153",8.2,0.3775,119.88,0,623.0,1153.0,Kepler,Transit
Kepler-895 b,Kepler-895,b,2016,2.81,1.54,"61,646","38,308",3.0,0.8167,106.58,0,498.0,928.0,Kepler,Transit
Kepler-896 b,Kepler-896,b,2016,144.55,2.53,"101,276","62,934",6.9,0.4265,1.99,0,30.0,86.0,Kepler,Transit
Kepler-897 b,Kepler-897,b,2016,8.05,2.39,"95,672","59,452",6.3,0.461,354.22,0,582.0,1080.0,Kepler,Transit
Kepler-898 b,Kepler-898,b,2016,5.87,1.49,"59,645","37,064",2.8,0.853,37.11,0,343.0,649.0,Kepler,Transit
Kepler-899 b,Kepler-899,b,2016,19.18,2.68,"107,281","66,665",7.6,0.3956,62.2,0,367.0,693.0,Kepler,Transit
Kepler-9 b,Kepler-9,b,2010,19.24,8.29,"331,850","206,215",43.4,0.0762,48.23,0,388.0,730.0,Kepler,Transit
Kepler-9 c,Kepler-9,c,2010,38.99,8.08,"323,444","200,991",29.9,0.0563,18.9,0,250.0,482.0,Kepler,Transit
Kepler-9 d,Kepler-9,d,2010,1.59,1.64,"65,649","40,795",3.3,0.7532,1339.66,0,1753.0,3187.0,Kepler,Transit
Kepler-90 i,KOI-351,i,2017,14.45,1.32,"52,840","32,835",2.3,0.9982,,0,436.0,817.0,Kepler,Transit
Kepler-900 b,Kepler-900,b,2016,6.99,2.08,"83,263","51,740",5.0,0.5517,54.11,0,443.0,829.0,Kepler,Transit
Kepler-901 b,Kepler-901,b,2016,3.52,1.37,"54,841","34,079",2.4,0.951,68.72,0,431.0,808.0,Kepler,Transit
Kepler-902 b,Kepler-902,b,2016,40.11,2.54,"101,677","63,183",7.0,0.4247,24.88,0,283.0,541.0,Kepler,Transit
Kepler-903 b,Kepler-903,b,2016,10.35,2.01,"80,461","49,999",4.7,0.5771,274.85,0,569.0,1056.0,Kepler,Transit
Kepler-903 c,Kepler-903,c,2016,62.92,2.53,"101,276","62,934",6.9,0.4265,24.79,0,189.0,372.0,Kepler,Transit
Kepler-904 b,Kepler-904,b,2016,3.02,1.77,"70,853","44,029",3.8,0.6806,875.42,0,1059.0,1938.0,Kepler,Transit
Kepler-905 b,Kepler-905,b,2016,5.08,1.41,"56,443","35,074",2.6,0.9147,185.77,0,655.0,1211.0,Kepler,Transit
Kepler-906 b,Kepler-906,b,2016,41.7,2.11,"84,464","52,487",5.1,0.5408,21.99,0,264.0,507.0,Kepler,Transit
Kepler-907 b,Kepler-907,b,2016,15.87,1.2,"48,036","29,850",1.9,1.0799,137.66,0,606.0,1123.0,Kepler,Transit
Kepler-908 b,Kepler-908,b,2016,1.34,1.22,"48,837","30,348",2.0,1.0871,3304.1,0,1510.0,2750.0,Kepler,Transit
Kepler-909 b,Kepler-909,b,2016,13.93,1.47,"58,844","36,566",2.8,0.8657,127.24,0,579.0,1074.0,Kepler,Transit
Kepler-91 b,Kepler-91,b,2013,6.25,15.323,"613,382","381,162",257.4,0.0726,3273.32,0,1767.0,3213.0,Kepler,Transit
Kepler-910 b,Kepler-910,b,2016,2.36,0.82,"32,825","20,398",0.5,0.8621,2108.07,0,1479.0,2694.0,Kepler,Transit
Kepler-911 b,Kepler-911,b,2016,20.31,2.6,"104,078","64,675",7.3,0.412,198.72,0,658.0,1216.0,Kepler,Transit
Kepler-912 b,Kepler-912,b,2016,2.53,2.8,"112,084","69,650",8.2,0.3757,519.95,0,945.0,1733.0,Kepler,Transit
Kepler-913 b,Kepler-913,b,2016,10.3,2.06,"82,462","51,243",4.9,0.559,58.9,0,856.0,1573.0,Kepler,Transit
Kepler-914 b,Kepler-914,b,2016,4.41,1.38,"55,242","34,328",2.5,0.9419,568.38,0,919.0,1686.0,Kepler,Transit
Kepler-915 b,Kepler-915,b,2016,4.59,1.5,"60,045","37,313",2.9,0.8457,844.75,0,1046.0,1915.0,Kepler,Transit
Kepler-916 b,Kepler-916,b,2016,32.3,1.76,"70,453","43,780",3.8,0.686,14.68,0,230.0,446.0,Kepler,Transit
Kepler-917 b,Kepler-917,b,2016,2.97,1.91,"76,458","47,511",4.3,0.6171,228.11,0,718.0,1324.0,Kepler,Transit
Kepler-918 b,Kepler-918,b,2016,4.85,1.74,"69,653","43,283",3.7,0.6969,258.7,0,779.0,1434.0,Kepler,Transit
Kepler-919 b,Kepler-919,b,2016,11.05,2.25,"90,068","55,969",5.7,0.4973,153.91,0,596.0,1105.0,Kepler,Transit
Kepler-92 b,Kepler-92,b,2013,13.75,3.51,"140,506","87,312",64.3,1.4828,257.78,0,702.0,1296.0,Kepler,Transit
Kepler-92 c,Kepler-92,c,2013,26.72,2.6,"104,078","64,675",6.1,0.3466,106.21,0,508.0,946.0,Kepler,Transit
Kepler-92 d,Kepler-92,d,2015,49.36,2.0669999999999997,"82,742","51,417",4.9,0.5572,46.84,0,364.0,687.0,Kepler,Transit
Kepler-920 b,Kepler-920,b,2016,6.53,2.42,"96,873","60,198",6.4,0.4537,153.14,0,634.0,1173.0,Kepler,Transit
Kepler-920 c,Kepler-920,c,2016,100.83,3.8,"152,115","94,525",13.8,0.2505,3.99,0,91.0,196.0,Kepler,Transit
Kepler-921 b,Kepler-921,b,2016,51.3,2.87,"114,887","71,392",8.6,0.363,15.01,0,219.0,426.0,Kepler,Transit
Kepler-922 b,Kepler-922,b,2016,0.94,1.42,"56,843","35,323",2.6,0.9056,2142.63,0,1603.0,2917.0,Kepler,Transit
Kepler-923 b,Kepler-923,b,2016,6.93,1.38,"55,242","34,328",2.5,0.9419,390.64,0,831.0,1528.0,Kepler,Transit
Kepler-924 b,Kepler-924,b,2016,61.04,3.07,"122,893","76,367",9.6,0.3321,20.0,0,337.0,639.0,Kepler,Transit
Kepler-925 b,Kepler-925,b,2016,33.87,2.34,"93,671","58,208",6.1,0.4737,5.83,0,121.0,250.0,Kepler,Transit
Kepler-926 b,Kepler-926,b,2016,52.07,2.31,"92,470","57,462",6.0,0.4809,17.88,0,251.0,484.0,Kepler,Transit
Kepler-927 b,Kepler-927,b,2016,9.11,1.72,"68,852","42,785",3.6,0.7078,129.53,0,633.0,1171.0,Kepler,Transit
Kepler-928 b,Kepler-928,b,2016,3.93,1.59,"63,648","39,551",3.2,0.7822,111.11,0,621.0,1150.0,Kepler,Transit
Kepler-929 b,Kepler-929,b,2016,0.92,1.11,"44,433","27,611",1.4,1.029,8159.93,0,2089.0,3792.0,Kepler,Transit
Kepler-93 b,Kepler-93,b,2014,4.73,1.569,"62,807","39,029",3.2,0.2998,283.74,0,764.0,1407.0,Kepler,Transit
Kepler-93 c,Kepler-93,c,2014,1460.0,,0,0,954.0,,,0,,,W. M. Keck Observatory,Radial Velocity
Kepler-930 b,Kepler-930,b,2016,71.45,2.13,"85,264","52,984",5.2,0.5354,16.85,0,288.0,550.0,Kepler,Transit
Kepler-931 b,Kepler-931,b,2016,8.04,1.33,"53,240","33,084",2.3,0.9873,72.44,0,471.0,880.0,Kepler,Transit
Kepler-932 b,Kepler-932,b,2016,1.92,1.37,"54,841","34,079",2.4,0.951,562.22,0,1003.0,1837.0,Kepler,Transit
Kepler-933 b,Kepler-933,b,2016,14.2,2.46,"98,474","61,193",6.6,0.4428,61.32,0,329.0,624.0,Kepler,Transit
Kepler-934 b,Kepler-934,b,2016,55.67,2.09,"83,663","51,989",5.0,0.5481,4.72,0,111.0,232.0,Kepler,Transit
Kepler-935 b,Kepler-935,b,2016,4.88,1.35,"54,041","33,581",2.4,0.9691,94.61,0,606.0,1123.0,Kepler,Transit
Kepler-936 b,Kepler-936,b,2016,10.56,1.45,"58,044","36,069",2.7,0.8838,133.56,0,594.0,1101.0,Kepler,Transit
Kepler-937 b,Kepler-937,b,2016,67.67,3.72,"148,912","92,535",13.4,0.2595,20.63,0,222.0,432.0,Kepler,Transit
Kepler-937 c,Kepler-937,c,2016,153.34,2.67,"106,881","66,417",7.6,0.3993,6.93,0,104.0,219.0,Kepler,Transit
Kepler-938 b,Kepler-938,b,2016,52.63,2.22,"88,867","55,223",5.6,0.5064,8.57,0,271.0,520.0,Kepler,Transit
Kepler-939 b,Kepler-939,b,2016,14.88,1.75,"70,053","43,531",3.7,0.6897,54.19,0,419.0,786.0,Kepler,Transit
Kepler-94 b,Kepler-94,b,2014,2.51,3.51,"140,506","87,312",10.8,0.2632,216.09,0,724.0,1335.0,Kepler,Transit
Kepler-94 c,Kepler-94,c,2014,820.3,12.5,"500,377","310,939",3126.0,1.5953,,0,,,W. M. Keck Observatory,Radial Velocity
Kepler-940 b,Kepler-940,b,2016,59.62,3.34,"133,701","83,083",11.1,0.2976,10.52,0,213.0,415.0,Kepler,Transit
Kepler-941 b,Kepler-941,b,2016,17.42,3.08,"123,293","76,615",9.7,0.3303,47.03,0,449.0,840.0,Kepler,Transit
Kepler-942 b,Kepler-942,b,2016,44.96,2.13,"85,264","52,984",5.2,0.5354,4.96,0,106.0,223.0,Kepler,Transit
Kepler-943 b,Kepler-943,b,2016,49.77,5.93,"237,379","147,510",29.5,0.141,10.16,0,182.0,360.0,Kepler,Transit
Kepler-944 b,Kepler-944,b,2016,43.32,2.63,"105,279","65,422",7.4,0.4065,20.17,0,186.0,367.0,Kepler,Transit
Kepler-945 b,Kepler-945,b,2016,31.0,2.63,"105,279","65,422",7.4,0.4065,31.7,0,343.0,649.0,Kepler,Transit
Kepler-946 b,Kepler-946,b,2016,11.79,1.93,"77,258","48,009",4.4,0.608,124.07,0,584.0,1083.0,Kepler,Transit
Kepler-947 b,Kepler-947,b,2016,26.96,2.28,"91,269","56,715",5.8,0.49,51.95,0,300.0,572.0,Kepler,Transit
Kepler-948 b,Kepler-948,b,2016,7.77,1.85,"74,056","46,019",4.1,0.6425,126.2,0,568.0,1054.0,Kepler,Transit
Kepler-949 b,Kepler-949,b,2016,8.69,2.91,"116,488","72,387",8.8,0.3557,58.44,0,509.0,948.0,Kepler,Transit
Kepler-95 b,Kepler-95,b,2014,11.52,3.42,"136,903","85,073",13.0,0.3103,178.83,0,654.0,1209.0,Kepler,Transit
Kepler-950 b,Kepler-950,b,2016,98.72,8.98,"359,471","223,379",59.6,0.082,3.97,0,87.0,189.0,Kepler,Transit
Kepler-951 b,Kepler-951,b,2016,71.53,5.59,"223,769","139,052",26.7,0.1525,2.47,0,67.0,153.0,Kepler,Transit
Kepler-952 b,Kepler-952,b,2016,130.35,7.65,"306,231","190,295",45.4,0.1011,5.05,0,96.0,205.0,Kepler,Transit
Kepler-953 b,Kepler-953,b,2016,88.41,4.21,"168,527","104,724",16.5,0.2214,5.84,0,137.0,279.0,Kepler,Transit
Kepler-953 c,Kepler-953,c,2016,9.11,1.19,"47,636","29,601",1.8,1.0708,121.04,0,600.0,1112.0,Kepler,Transit
Kepler-954 b,Kepler-954,b,2016,16.78,2.32,"92,870","57,710",6.0,0.4791,21.53,0,272.0,522.0,Kepler,Transit
Kepler-955 b,Kepler-955,b,2016,14.53,3.13,"125,294","77,859",10.0,0.323,33.09,0,391.0,736.0,Kepler,Transit
Kepler-956 b,Kepler-956,b,2016,5.25,3.0,"120,091","74,625",9.3,0.343,307.06,0,783.0,1441.0,Kepler,Transit
Kepler-957 b,Kepler-957,b,2016,5.91,5.5,"220,166","136,813",25.9,0.1552,124.91,0,496.0,925.0,Kepler,Transit
Kepler-958 b,Kepler-958,b,2016,9.77,2.06,"82,462","51,243",4.9,0.559,73.59,0,476.0,889.0,Kepler,Transit
Kepler-959 b,Kepler-959,b,2016,14.8,4.38,"175,332","108,953",17.6,0.2087,165.87,0,1639.0,2982.0,Kepler,Transit
Kepler-96 b,Kepler-96,b,2014,16.24,2.67,"106,881","66,417",8.5,0.4102,57.52,0,438.0,820.0,Kepler,Transit
Kepler-960 b,Kepler-960,b,2016,3.13,2.29,"91,669","56,964",5.9,0.4864,129.22,0,1118.0,2044.0,Kepler,Transit
Kepler-961 b,Kepler-961,b,2016,16.88,2.55,"102,077","63,432",7.0,0.4229,40.4,0,369.0,696.0,Kepler,Transit
Kepler-962 b,Kepler-962,b,2016,12.06,1.97,"78,859","49,004",4.5,0.5917,53.82,0,416.0,781.0,Kepler,Transit
Kepler-963 b,Kepler-963,b,2016,9.98,2.66,"106,480","66,168",7.6,0.4011,83.49,0,529.0,984.0,Kepler,Transit
Kepler-964 b,Kepler-964,b,2016,13.52,2.12,"84,864","52,735",5.1,0.5372,43.92,0,379.0,714.0,Kepler,Transit
Kepler-965 b,Kepler-965,b,2016,134.25,3.38,"135,302","84,078",11.4,0.294,4.98,0,120.0,248.0,Kepler,Transit
Kepler-966 b,Kepler-966,b,2016,99.75,4.13,"165,325","102,734",16.0,0.2269,10.97,0,118.0,244.0,Kepler,Transit
Kepler-967 b,Kepler-967,b,2016,13.23,2.35,"94,071","58,457",6.1,0.4701,39.1,0,365.0,689.0,Kepler,Transit
Kepler-967 c,Kepler-967,c,2016,198.71,3.65,"146,110","90,794",12.9,0.265,1.05,0,-15.0,5.0,Kepler,Transit
Kepler-968 b,Kepler-968,b,2016,3.69,2.0,"80,060","49,750",4.7,0.5808,103.91,0,472.0,882.0,Kepler,Transit
Kepler-968 c,Kepler-968,c,2016,5.71,1.69,"67,651","42,039",3.5,0.7223,58.15,0,371.0,700.0,Kepler,Transit
Kepler-969 b,Kepler-969,b,2016,34.17,2.07,"82,862","51,492",4.9,0.5554,10.17,0,192.0,378.0,Kepler,Transit
Kepler-969 c,Kepler-969,c,2016,1.68,0.99,"39,630","24,626",0.9,0.9637,564.58,0,997.0,1827.0,Kepler,Transit
Kepler-97 b,Kepler-97,b,2014,2.59,1.48,"59,245","36,815",3.5,0.9873,767.96,0,1055.0,1931.0,Kepler,Transit
Kepler-97 c,Kepler-97,c,2014,789.0,,0,0,344.0,,,0,,,W. M. Keck Observatory,Radial Velocity
Kepler-970 b,Kepler-970,b,2016,16.74,2.77,"110,884","68,904",8.1,0.3793,11.11,0,191.0,376.0,Kepler,Transit
Kepler-971 b,Kepler-971,b,2016,9.59,2.13,"85,264","52,984",5.2,0.5354,82.77,0,814.0,1497.0,Kepler,Transit
Kepler-972 b,Kepler-972,b,2016,7.04,4.65,"186,140","115,669",19.5,0.1942,266.51,0,787.0,1449.0,Kepler,Transit
Kepler-973 b,Kepler-973,b,2016,49.61,1.96,"78,459","48,755",4.5,0.5953,7.89,0,129.0,264.0,Kepler,Transit
Kepler-974 b,Kepler-974,b,2016,4.19,1.57,"62,847","39,054",3.1,0.7967,28.51,0,304.0,579.0,Kepler,Transit
Kepler-975 b,Kepler-975,b,2016,1.97,1.48,"59,245","36,815",2.8,0.8584,328.7,0,1326.0,2419.0,Kepler,Transit
Kepler-976 b,Kepler-976,b,2016,105.96,3.96,"158,519","98,506",14.9,0.2396,2.66,0,51.0,124.0,Kepler,Transit
Kepler-977 b,Kepler-977,b,2016,26.85,2.62,"104,879","65,173",7.4,0.4083,13.96,0,271.0,520.0,Kepler,Transit
Kepler-978 b,Kepler-978,b,2016,49.62,2.99,"119,690","74,377",9.2,0.3448,20.99,0,273.0,523.0,Kepler,Transit
Kepler-979 b,Kepler-979,b,2016,8.09,2.72,"108,882","67,660",7.8,0.3884,77.84,0,519.0,966.0,Kepler,Transit
Kepler-98 b,Kepler-98,b,2014,1.54,1.99,"79,660","49,502",3.6,0.3956,1107.39,0,1319.0,2406.0,Kepler,Transit
Kepler-980 b,Kepler-980,b,2016,11.55,2.67,"106,881","66,417",7.6,0.3993,170.14,0,572.0,1062.0,Kepler,Transit
Kepler-981 b,Kepler-981,b,2016,4.47,2.31,"92,470","57,462",6.0,0.4809,337.47,0,830.0,1526.0,Kepler,Transit
Kepler-982 b,Kepler-982,b,2016,15.77,2.25,"90,068","55,969",5.7,0.4973,185.2,0,682.0,1260.0,Kepler,Transit
Kepler-983 b,Kepler-983,b,2016,60.09,2.36,"94,471","58,705",6.2,0.4682,31.0,0,212.0,414.0,Kepler,Transit
Kepler-984 b,Kepler-984,b,2016,43.03,2.12,"84,864","52,735",5.1,0.5372,13.99,0,211.0,412.0,Kepler,Transit
Kepler-985 b,Kepler-985,b,2016,116.33,2.98,"119,290","74,128",9.2,0.3448,2.59,0,50.0,122.0,Kepler,Transit
Kepler-986 b,Kepler-986,b,2016,56.43,2.36,"94,471","58,705",6.2,0.4682,10.86,0,192.0,378.0,Kepler,Transit
Kepler-987 b,Kepler-987,b,2016,105.3,3.26,"130,498","81,093",10.7,0.3085,3.85,0,78.0,172.0,Kepler,Transit
Kepler-988 b,Kepler-988,b,2016,17.76,2.07,"82,862","51,492",4.9,0.5554,6.56,0,95.0,203.0,Kepler,Transit
Kepler-989 b,Kepler-989,b,2016,7.96,2.21,"88,467","54,974",5.5,0.51,74.35,0,532.0,990.0,Kepler,Transit
Kepler-99 b,Kepler-99,b,2014,4.6,1.48,"59,245","36,815",6.2,1.9782,108.04,0,537.0,999.0,Kepler,Transit
Kepler-990 b,Kepler-990,b,2016,9.92,2.6,"104,078","64,675",7.3,0.412,157.41,0,630.0,1166.0,Kepler,Transit
Kepler-990 c,Kepler-990,c,2016,0.54,1.53,"61,246","38,059",3.0,0.824,7609.22,0,2113.0,3835.0,Kepler,Transit
Kepler-991 b,Kepler-991,b,2016,82.53,2.54,"101,677","63,183",7.0,0.4247,1.37,0,-13.0,9.0,Kepler,Transit
Kepler-992 b,Kepler-992,b,2016,20.16,1.62,"64,849","40,298",3.3,0.7641,15.29,0,237.0,459.0,Kepler,Transit
Kepler-993 b,Kepler-993,b,2016,22.09,2.97,"118,890","73,879",9.1,0.3466,3.95,0,79.0,174.0,Kepler,Transit
Kepler-994 b,Kepler-994,b,2016,1.15,1.6,"64,048","39,800",3.2,0.7768,243.98,0,684.0,1263.0,Kepler,Transit
Kepler-995 b,Kepler-995,b,2016,28.27,2.7,"108,081","67,163",7.8,0.392,11.92,0,244.0,471.0,Kepler,Transit
Kepler-996 b,Kepler-996,b,2016,3.77,1.98,"79,260","49,253",4.6,0.588,723.08,0,999.0,1830.0,Kepler,Transit
Kepler-997 b,Kepler-997,b,2016,2.71,1.36,"54,441","33,830",2.4,0.9601,1900.13,0,1436.0,2617.0,Kepler,Transit
Kepler-998 b,Kepler-998,b,2016,5.65,2.32,"92,870","57,710",6.0,0.4791,409.92,0,747.0,1377.0,Kepler,Transit
Kepler-999 b,Kepler-999,b,2016,5.99,2.34,"93,671","58,208",6.1,0.4737,740.17,0,1082.0,1980.0,Kepler,Transit
L 168-9 b,L 168-9,b,2020,1.4,1.39,"55,642","34,576",4.6,1.7423,151.58,0,692.0,1278.0,Transiting Exoplanet Survey Satellite (TESS),Transit
L 98-59 b,L 98-59,b,2019,2.25,0.8,"32,024","19,900",1.0,2.3049,23.9,0,337.0,639.0,Transiting Exoplanet Survey Satellite (TESS),Transit
L 98-59 c,L 98-59,c,2019,3.69,1.35,"54,041","33,581",2.4,0.98,12.4,0,244.0,471.0,Transiting Exoplanet Survey Satellite (TESS),Transit
L 98-59 d,L 98-59,d,2019,7.45,1.57,"62,847","39,054",2.3,0.5989,4.85,0,136.0,277.0,Transiting Exoplanet Survey Satellite (TESS),Transit
LHS 1140 b,LHS 1140,b,2017,24.74,1.7269999999999999,"69,132","42,959",7.0,1.3612,0.5,2,-38.0,-36.0,MEarth Project,Transit
LHS 1140 c,LHS 1140,c,2018,3.78,1.2819999999999998,"51,319","31,890",1.8,0.853,6.16,0,165.0,329.0,Multiple Observatories,Transit
LHS 1815 b,LHS 1815,b,2020,3.81,1.088,"43,553","27,064",8.7,,31.44,0,344.0,651.0,Transiting Exoplanet Survey Satellite (TESS),Transit
LHS 3844 b,LHS 3844,b,2019,0.46,1.3030000000000002,"52,159","32,412",2.2,1.0145,70.1,0,532.0,990.0,Transiting Exoplanet Survey Satellite (TESS),Transit
LP 791-18 b,LP 791-18,b,2019,0.95,1.12,"44,834","27,860",1.5,1.0363,21.5,0,377.0,711.0,Transiting Exoplanet Survey Satellite (TESS),Transit
LP 791-18 c,LP 791-18,c,2019,4.99,2.31,"92,470","57,462",6.0,0.4809,2.35,0,97.0,207.0,Transiting Exoplanet Survey Satellite (TESS),Transit
LSPM J2116+0234 b,LSPM J2116+0234,b,2019,14.44,3.71,"148,512","92,287",13.3,0.2595,,0,,,Calar Alto Observatory,Radial Velocity
